team_name,wins,losses,win_pct,srs,sos,points_for,points_against,year
Western Kentucky,21.0,13.0,0.618,2.32,-2.18,2422.0,2269.0,2010
Western Michigan,18.0,15.0,0.545,0.43,-1.17,2287.0,2195.0,2010
Wichita State,25.0,10.0,0.714,8.06,1.73,2427.0,2162.0,2010
William & Mary,22.0,11.0,0.667,2.82,1.63,2213.0,2129.0,2010
Winston-Salem,12.0,17.0,0.414,,,1806.0,2005.0,2010
Winthrop,19.0,14.0,0.576,-8.68,-7.31,2042.0,2025.0,2010
nan,,,,,,,,2010
School,,,,,,,,2010
Wisconsin,24.0,9.0,0.727,17.84,7.66,2214.0,1878.0,2010
Wofford,26.0,9.0,0.743,4.43,-2.57,2408.0,2134.0,2010
Wright State,20.0,12.0,0.625,6.81,0.16,2163.0,1950.0,2010
Wyoming,10.0,21.0,0.323,-4.58,3.63,2190.0,2309.0,2010
Xavier,26.0,9.0,0.743,16.23,5.94,2793.0,2433.0,2010
Yale,12.0,19.0,0.387,-9.94,-5.6,2067.0,2157.0,2010
Youngstown State,8.0,22.0,0.267,-6.41,0.4,2002.0,2092.0,2010
Air Force,16.0,16.0,0.5,2.71,3.31,2074.0,2082.0,2011
Akron,23.0,13.0,0.639,2.15,-1.02,2524.0,2365.0,2011
Alabama,25.0,12.0,0.676,11.7,4.27,2473.0,2198.0,2011
Alabama A&M,13.0,15.0,0.464,-15.19,-11.75,1808.0,1870.0,2011
Alabama State,17.0,18.0,0.486,-13.37,-10.31,2146.0,2234.0,2011
Albany (NY),16.0,16.0,0.5,-7.05,-5.96,2013.0,2048.0,2011
Alcorn State,4.0,24.0,0.143,-23.02,-8.02,1838.0,2258.0,2011
American,22.0,9.0,0.71,-3.13,-5.64,2051.0,1973.0,2011
Appalachian State,16.0,15.0,0.516,-4.81,-2.95,2265.0,2269.0,2011
Arizona,30.0,8.0,0.789,16.54,7.99,2905.0,2580.0,2011
Arizona State,12.0,19.0,0.387,4.3,7.2,1983.0,2073.0,2011
Arkansas,18.0,13.0,0.581,6.28,2.34,2191.0,2069.0,2011
Arkansas State,17.0,15.0,0.531,-3.38,-3.31,2188.0,2066.0,2011
Arkansas-Pine Bluff,7.0,24.0,0.226,-20.0,-8.03,1850.0,2221.0,2011
Army,11.0,19.0,0.367,-10.71,-6.58,2038.0,2141.0,2011
Auburn,11.0,20.0,0.355,-2.47,2.4,1933.0,2051.0,2011
Austin Peay,20.0,14.0,0.588,-0.15,-3.77,2510.0,2279.0,2011
Ball State,19.0,13.0,0.594,-0.7,-3.4,2164.0,2049.0,2011
Baylor,18.0,13.0,0.581,10.0,4.8,2154.0,1984.0,2011
Belmont,30.0,5.0,0.857,13.07,-4.42,2790.0,2178.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Bethune-Cookman,21.0,13.0,0.618,-11.11,-8.04,2241.0,2240.0,2011
Binghamton,8.0,23.0,0.258,-13.81,-5.35,1861.0,2123.0,2011
Boise State,22.0,13.0,0.629,5.48,0.01,2594.0,2382.0,2011
Boston College,21.0,13.0,0.618,9.78,7.31,2440.0,2356.0,2011
Boston University,21.0,14.0,0.6,-2.48,-3.85,2270.0,2222.0,2011
Bowling Green,14.0,19.0,0.424,-5.94,-2.03,2116.0,2215.0,2011
Bradley,12.0,20.0,0.375,-1.52,1.67,2076.0,2164.0,2011
Brigham Young,32.0,5.0,0.865,18.65,5.76,3012.0,2512.0,2011
Brown,11.0,17.0,0.393,-7.27,-4.12,2002.0,2054.0,2011
Bryant,9.0,21.0,0.3,-12.98,-3.12,2001.0,2258.0,2011
Bucknell,25.0,9.0,0.735,2.39,-3.87,2387.0,2174.0,2011
Buffalo,20.0,14.0,0.588,2.93,-2.22,2399.0,2197.0,2011
Butler,28.0,10.0,0.737,11.53,5.02,2707.0,2437.0,2011
Cal Poly,15.0,15.0,0.5,-1.84,-2.39,1779.0,1766.0,2011
Cal State Bakersfield,9.0,19.0,0.321,-11.44,-2.16,1907.0,2167.0,2011
Cal State Fullerton,11.0,20.0,0.355,-7.68,-2.81,2208.0,2326.0,2011
Cal State Northridge,14.0,18.0,0.438,-5.35,-1.55,2232.0,2280.0,2011
California,18.0,15.0,0.545,9.45,9.17,2391.0,2382.0,2011
Campbell,12.0,19.0,0.387,-6.67,-4.27,2032.0,2091.0,2011
Canisius,15.0,15.0,0.5,-2.92,-3.55,2043.0,2024.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Centenary (LA),1.0,29.0,0.033,-25.21,-2.85,1775.0,2422.0,2011
Central Arkansas,5.0,24.0,0.172,-19.16,-5.39,1984.0,2216.0,2011
Central Connecticut State,19.0,12.0,0.613,-1.94,-5.97,2170.0,2045.0,2011
Central Michigan,10.0,21.0,0.323,-8.01,-2.41,1841.0,2006.0,2011
Charleston Southern,16.0,16.0,0.5,-4.86,-4.57,2362.0,2197.0,2011
Charlotte,10.0,20.0,0.333,-2.54,1.89,1997.0,2130.0,2011
Chattanooga,16.0,16.0,0.5,-9.44,-2.67,2274.0,2380.0,2011
Chicago State,6.0,26.0,0.188,-27.71,-4.88,2128.0,2772.0,2011
Cincinnati,26.0,9.0,0.743,15.41,6.1,2412.0,2086.0,2011
Clemson,22.0,12.0,0.647,13.76,6.58,2330.0,2086.0,2011
Cleveland State,27.0,9.0,0.75,7.59,1.74,2556.0,2291.0,2011
Coastal Carolina,28.0,6.0,0.824,2.35,-5.15,2597.0,2178.0,2011
Colgate,7.0,23.0,0.233,-15.8,-5.03,1947.0,2270.0,2011
College of Charleston,26.0,11.0,0.703,6.17,-1.05,2821.0,2554.0,2011
Colorado,24.0,14.0,0.632,11.45,5.61,3025.0,2787.0,2011
Colorado State,19.0,13.0,0.594,7.49,5.26,2279.0,2166.0,2011
Columbia,15.0,13.0,0.536,-5.22,-4.81,1982.0,1988.0,2011
Connecticut,32.0,9.0,0.78,17.95,10.44,2967.0,2659.0,2011
Coppin State,16.0,14.0,0.533,-8.7,-7.66,2175.0,2169.0,2011
Cornell,10.0,18.0,0.357,-3.6,-1.6,1906.0,1962.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Creighton,23.0,16.0,0.59,4.87,1.41,2684.0,2549.0,2011
Dartmouth,5.0,23.0,0.179,-14.86,-3.39,1667.0,1988.0,2011
Davidson,18.0,15.0,0.545,-0.39,-2.17,2392.0,2266.0,2011
Dayton,22.0,14.0,0.611,4.87,3.2,2413.0,2353.0,2011
Delaware,14.0,17.0,0.452,-3.79,-0.11,1951.0,2065.0,2011
Delaware State,9.0,21.0,0.3,-12.18,-6.39,1874.0,1967.0,2011
Denver,13.0,17.0,0.433,-4.04,-3.48,1800.0,1817.0,2011
DePaul,7.0,24.0,0.226,-1.31,7.53,2104.0,2378.0,2011
Detroit Mercy,17.0,16.0,0.515,1.88,0.91,2459.0,2397.0,2011
Drake,13.0,18.0,0.419,-2.56,0.76,1997.0,2100.0,2011
Drexel,21.0,10.0,0.677,4.02,-0.01,1975.0,1850.0,2011
Duke,32.0,5.0,0.865,24.51,8.32,2993.0,2394.0,2011
Duquesne,19.0,13.0,0.594,10.33,1.49,2494.0,2177.0,2011
East Carolina,18.0,16.0,0.529,1.67,2.99,2319.0,2288.0,2011
East Tennessee State,24.0,12.0,0.667,2.08,-2.12,2515.0,2320.0,2011
Eastern Illinois,9.0,20.0,0.31,-11.41,-4.89,1749.0,1875.0,2011
Eastern Kentucky,15.0,16.0,0.484,-7.34,-6.48,2046.0,1957.0,2011
Eastern Michigan,9.0,22.0,0.29,-9.11,-3.11,1906.0,2030.0,2011
Eastern Washington,10.0,20.0,0.333,-8.5,-2.22,2023.0,2119.0,2011
Elon,14.0,17.0,0.452,-6.54,-3.32,2301.0,2301.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Evansville,16.0,16.0,0.5,-0.3,1.8,2122.0,2147.0,2011
Fairfield,25.0,8.0,0.758,2.94,-3.91,2150.0,1924.0,2011
FDU,5.0,24.0,0.172,-13.34,-5.0,1866.0,2108.0,2011
Florida,29.0,8.0,0.784,16.27,7.57,2667.0,2345.0,2011
Florida A&M,12.0,20.0,0.375,-16.82,-8.71,2055.0,2196.0,2011
Florida Atlantic,21.0,11.0,0.656,-2.41,-2.61,2191.0,2137.0,2011
Florida Gulf Coast,10.0,20.0,0.333,-10.27,-3.11,1970.0,2185.0,2011
Florida International,11.0,19.0,0.367,-9.33,-4.23,2150.0,2262.0,2011
Florida State,23.0,11.0,0.676,13.48,6.45,2348.0,2109.0,2011
Fordham,7.0,21.0,0.25,-8.77,1.01,1795.0,2069.0,2011
Fresno State,14.0,17.0,0.452,-0.25,0.58,2096.0,2089.0,2011
Furman,22.0,11.0,0.667,-0.36,-3.65,2271.0,2124.0,2011
Gardner-Webb,11.0,21.0,0.344,-9.22,-2.72,1985.0,2129.0,2011
George Mason,27.0,7.0,0.794,11.66,1.37,2474.0,2124.0,2011
George Washington,17.0,14.0,0.548,-0.1,0.36,2011.0,2025.0,2011
Georgetown,21.0,11.0,0.656,14.61,10.39,2258.0,2123.0,2011
Georgia,21.0,12.0,0.636,10.43,6.13,2267.0,2125.0,2011
Georgia Southern,5.0,27.0,0.156,-15.88,-3.13,2090.0,2423.0,2011
Georgia State,12.0,19.0,0.387,-4.15,-1.92,1919.0,1988.0,2011
Georgia Tech,13.0,18.0,0.419,6.42,5.68,2102.0,2079.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Gonzaga,25.0,10.0,0.714,13.86,4.01,2684.0,2307.0,2011
Grambling,12.0,21.0,0.364,-18.45,-10.45,1998.0,2262.0,2011
Green Bay,14.0,18.0,0.438,-0.21,2.18,2154.0,2189.0,2011
Hampton,24.0,9.0,0.727,-5.2,-8.77,2197.0,2070.0,2011
Hartford,11.0,20.0,0.355,-10.04,-5.55,1857.0,1996.0,2011
Harvard,23.0,7.0,0.767,4.88,-1.19,2144.0,1933.0,2011
Hawaii,19.0,13.0,0.594,0.51,-0.87,2216.0,2151.0,2011
High Point,12.0,19.0,0.387,-12.82,-4.47,2050.0,2250.0,2011
Hofstra,21.0,12.0,0.636,-0.03,0.13,2335.0,2300.0,2011
Holy Cross,8.0,21.0,0.276,-6.38,-4.55,1949.0,2002.0,2011
Houston,12.0,18.0,0.4,-2.71,0.55,2061.0,2092.0,2011
Houston Christian,5.0,26.0,0.161,-18.41,-8.72,2140.0,2429.0,2011
Howard,6.0,24.0,0.2,-18.8,-7.3,1753.0,2098.0,2011
Idaho,18.0,14.0,0.563,0.2,-0.64,2172.0,2134.0,2011
Idaho State,9.0,20.0,0.31,-10.76,-1.87,1878.0,2096.0,2011
Illinois,20.0,14.0,0.588,16.72,11.11,2413.0,2222.0,2011
Illinois State,12.0,19.0,0.387,-3.37,-0.66,1893.0,1977.0,2011
Illinois-Chicago,7.0,24.0,0.226,-6.32,1.98,1943.0,2152.0,2011
Indiana,12.0,20.0,0.375,9.03,7.65,2226.0,2182.0,2011
Indiana State,20.0,14.0,0.588,3.41,2.9,2253.0,2192.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Iona,25.0,12.0,0.676,7.01,-2.26,2922.0,2579.0,2011
Iowa,11.0,20.0,0.355,7.95,8.79,2084.0,2110.0,2011
Iowa State,16.0,16.0,0.5,8.86,4.55,2395.0,2257.0,2011
IU Indy,19.0,14.0,0.576,0.39,-0.84,2364.0,2282.0,2011
Jackson State,17.0,15.0,0.531,-10.43,-10.86,2096.0,2009.0,2011
Jacksonville,20.0,12.0,0.625,-1.42,-3.68,2176.0,2094.0,2011
Jacksonville State,5.0,25.0,0.167,-11.16,-5.41,1828.0,1974.0,2011
James Madison,21.0,12.0,0.636,2.94,-0.03,2355.0,2257.0,2011
Kansas,35.0,3.0,0.921,24.1,7.62,3084.0,2458.0,2011
Kansas City,16.0,14.0,0.533,-8.91,-4.46,2100.0,2217.0,2011
Kansas State,23.0,11.0,0.676,14.59,8.41,2477.0,2249.0,2011
Kennesaw State,8.0,23.0,0.258,-14.06,-3.29,2017.0,2320.0,2011
Kent State,25.0,12.0,0.676,3.65,0.04,2626.0,2473.0,2011
Kentucky,29.0,9.0,0.763,20.3,8.91,2845.0,2412.0,2011
La Salle,15.0,18.0,0.455,-0.08,1.7,2536.0,2595.0,2011
Lafayette,13.0,19.0,0.406,-7.26,-4.19,2237.0,2310.0,2011
Lamar,13.0,17.0,0.433,-6.69,-5.96,2463.0,2279.0,2011
Lehigh,16.0,15.0,0.516,-4.07,-5.69,2282.0,2232.0,2011
Liberty,19.0,13.0,0.594,-5.62,-4.86,2165.0,2100.0,2011
Lipscomb,17.0,13.0,0.567,-0.96,-2.65,2287.0,2213.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Little Rock,19.0,17.0,0.528,-4.32,-2.97,2457.0,2426.0,2011
Long Beach State,22.0,12.0,0.647,3.78,1.69,2489.0,2398.0,2011
Long Island University,27.0,6.0,0.818,2.23,-5.77,2730.0,2466.0,2011
Longwood,12.0,19.0,0.387,-16.02,-3.62,2364.0,2552.0,2011
Louisiana,14.0,15.0,0.483,-5.45,-4.19,2055.0,2067.0,2011
Louisiana State,11.0,21.0,0.344,-2.09,2.26,1991.0,2130.0,2011
Louisiana Tech,12.0,20.0,0.375,-5.99,-0.99,2051.0,2174.0,2011
Louisiana-Monroe,7.0,24.0,0.226,-14.27,-3.96,1859.0,2126.0,2011
Louisville,25.0,10.0,0.714,18.6,8.2,2623.0,2259.0,2011
Loyola (IL),16.0,15.0,0.516,1.73,-1.1,2153.0,2065.0,2011
Loyola (MD),15.0,15.0,0.5,-3.28,-3.68,2023.0,2011.0,2011
Loyola Marymount,11.0,21.0,0.344,-2.79,0.27,2265.0,2312.0,2011
Maine,15.0,15.0,0.5,-4.87,-5.84,2089.0,2010.0,2011
Manhattan,6.0,25.0,0.194,-11.66,-2.01,1862.0,2161.0,2011
Marist,6.0,27.0,0.182,-13.7,-1.46,1979.0,2383.0,2011
Marquette,22.0,15.0,0.595,14.89,8.51,2782.0,2546.0,2011
Marshall,22.0,12.0,0.647,6.32,1.94,2499.0,2291.0,2011
Maryland,19.0,14.0,0.576,15.0,5.76,2536.0,2231.0,2011
Maryland-Baltimore County,5.0,25.0,0.167,-18.47,-4.27,1928.0,2354.0,2011
Maryland-Eastern Shore,9.0,22.0,0.29,-19.35,-7.42,2096.0,2408.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Massachusetts,15.0,15.0,0.5,-0.76,1.93,1988.0,2039.0,2011
McNeese State,21.0,12.0,0.636,-4.7,-4.39,2446.0,2354.0,2011
Memphis,25.0,10.0,0.714,6.91,3.14,2524.0,2392.0,2011
Mercer,15.0,18.0,0.455,-4.08,-2.17,2220.0,2258.0,2011
Miami (FL),21.0,15.0,0.583,10.47,6.42,2579.0,2433.0,2011
Miami (OH),16.0,17.0,0.485,-1.58,3.04,2190.0,2319.0,2011
Michigan,21.0,14.0,0.6,14.21,10.68,2328.0,2187.0,2011
Michigan State,19.0,15.0,0.559,13.7,11.67,2338.0,2263.0,2011
Middle Tennessee,16.0,16.0,0.5,-2.74,-4.45,2218.0,2121.0,2011
Milwaukee,19.0,14.0,0.576,1.48,2.51,2266.0,2300.0,2011
Minnesota,17.0,14.0,0.548,11.75,9.79,2137.0,2076.0,2011
Mississippi,20.0,14.0,0.588,8.71,3.92,2513.0,2350.0,2011
Mississippi State,17.0,14.0,0.548,3.38,3.77,2165.0,2177.0,2011
Mississippi Valley State,13.0,19.0,0.406,-13.95,-7.48,2186.0,2393.0,2011
Missouri,23.0,11.0,0.676,14.77,6.5,2748.0,2435.0,2011
Missouri State,26.0,9.0,0.743,8.07,1.35,2444.0,2209.0,2011
Monmouth,9.0,21.0,0.3,-9.67,-4.4,1818.0,1976.0,2011
Montana,21.0,11.0,0.656,2.17,-2.47,2151.0,1950.0,2011
Montana State,13.0,18.0,0.419,-7.01,-3.22,2079.0,2130.0,2011
Morehead State,25.0,10.0,0.714,2.81,-3.13,2412.0,2162.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Morgan State,17.0,14.0,0.548,-8.04,-7.72,2061.0,2071.0,2011
Mount St. Mary's,11.0,21.0,0.344,-9.22,-3.47,1940.0,2124.0,2011
Murray State,23.0,9.0,0.719,0.45,-4.85,2194.0,1979.0,2011
Navy,11.0,20.0,0.355,-10.66,-5.56,2113.0,2254.0,2011
NC State,15.0,16.0,0.484,7.02,6.8,2191.0,2184.0,2011
Nebraska,19.0,13.0,0.594,10.54,4.67,2124.0,1936.0,2011
Nevada,13.0,19.0,0.406,0.34,1.88,2245.0,2279.0,2011
Nevada-Las Vegas,24.0,9.0,0.727,14.67,6.0,2363.0,2077.0,2011
New Hampshire,12.0,18.0,0.4,-10.07,-6.32,1749.0,1826.0,2011
New Mexico,22.0,13.0,0.629,11.72,4.9,2562.0,2308.0,2011
New Mexico State,16.0,17.0,0.485,2.11,2.66,2364.0,2316.0,2011
Niagara,9.0,23.0,0.281,-11.89,-3.02,1966.0,2250.0,2011
Nicholls State,14.0,14.0,0.5,-5.72,-4.52,1836.0,1730.0,2011
NJIT,15.0,15.0,0.5,-13.18,-9.64,2065.0,2052.0,2011
Norfolk State,12.0,20.0,0.375,-12.2,-7.45,2238.0,2390.0,2011
North Carolina,29.0,8.0,0.784,18.87,10.15,2868.0,2545.0,2011
North Carolina A&T,15.0,17.0,0.469,-12.06,-6.26,2282.0,2372.0,2011
North Carolina Central,15.0,15.0,0.5,-13.03,-8.03,2062.0,2103.0,2011
North Dakota,19.0,15.0,0.559,-11.83,-8.7,2319.0,2327.0,2011
North Dakota State,14.0,15.0,0.483,-1.54,-3.5,2188.0,2062.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
North Florida,15.0,19.0,0.441,-6.25,0.31,2208.0,2431.0,2011
North Texas,22.0,11.0,0.667,-1.49,-5.07,2516.0,2358.0,2011
Northeastern,11.0,20.0,0.355,-2.67,1.17,2064.0,2183.0,2011
Northern Arizona,19.0,13.0,0.594,0.62,-3.72,2299.0,2078.0,2011
Northern Colorado,21.0,11.0,0.656,1.39,-2.24,2287.0,2105.0,2011
Northern Illinois,9.0,21.0,0.3,-8.05,-2.26,2055.0,2199.0,2011
Northern Iowa,20.0,14.0,0.588,4.53,2.04,2167.0,2046.0,2011
Northwestern,20.0,14.0,0.588,11.66,7.54,2441.0,2301.0,2011
Northwestern State,18.0,14.0,0.563,-8.88,-7.02,2462.0,2482.0,2011
Notre Dame,27.0,7.0,0.794,18.17,8.43,2558.0,2227.0,2011
Oakland,25.0,10.0,0.714,8.28,0.1,2992.0,2690.0,2011
Ohio,19.0,16.0,0.543,0.59,-1.01,2604.0,2548.0,2011
Ohio State,34.0,3.0,0.919,25.84,8.38,2854.0,2208.0,2011
Oklahoma,14.0,18.0,0.438,3.71,6.42,2111.0,2199.0,2011
Oklahoma State,20.0,14.0,0.588,8.53,6.94,2318.0,2264.0,2011
Old Dominion,27.0,7.0,0.794,9.03,1.76,2231.0,1984.0,2011
Oral Roberts,19.0,16.0,0.543,0.86,-1.17,2615.0,2544.0,2011
Oregon,21.0,18.0,0.538,6.92,6.92,2737.0,2704.0,2011
Oregon State,11.0,20.0,0.355,1.51,5.03,2147.0,2256.0,2011
Pacific,16.0,15.0,0.516,0.75,-0.88,2038.0,1945.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Penn State,19.0,15.0,0.559,11.98,11.45,2144.0,2126.0,2011
Pennsylvania,13.0,15.0,0.464,-2.99,-1.64,1868.0,1906.0,2011
Pepperdine,12.0,21.0,0.364,-3.91,1.43,2289.0,2442.0,2011
Pittsburgh,28.0,6.0,0.824,20.82,7.85,2514.0,2073.0,2011
Portland,20.0,12.0,0.625,4.7,2.2,2272.0,2192.0,2011
Portland State,14.0,16.0,0.467,-7.74,-4.47,2169.0,2230.0,2011
Prairie View,10.0,22.0,0.313,-19.63,-8.77,2011.0,2242.0,2011
Presbyterian,13.0,18.0,0.419,-7.72,-2.85,1915.0,2066.0,2011
Princeton,25.0,7.0,0.781,3.71,-1.61,2215.0,2017.0,2011
Providence,15.0,17.0,0.469,6.91,6.44,2426.0,2411.0,2011
Purdue,26.0,8.0,0.765,19.36,8.69,2466.0,2103.0,2011
Purdue Fort Wayne,18.0,12.0,0.6,-2.17,-5.17,2230.0,2103.0,2011
Quinnipiac,22.0,10.0,0.688,-2.08,-6.39,2295.0,2157.0,2011
Radford,5.0,24.0,0.172,-16.76,-2.52,1734.0,2065.0,2011
Rhode Island,20.0,14.0,0.588,3.34,1.9,2316.0,2267.0,2011
Rice,14.0,18.0,0.438,1.67,2.67,2148.0,2149.0,2011
Richmond,29.0,8.0,0.784,11.23,2.79,2577.0,2265.0,2011
Rider,23.0,11.0,0.676,1.62,-2.67,2486.0,2340.0,2011
Robert Morris,18.0,14.0,0.563,-0.8,-2.61,2153.0,2095.0,2011
Rutgers,15.0,17.0,0.469,7.88,7.22,2122.0,2101.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Sacramento State,7.0,21.0,0.25,-14.01,-4.05,1729.0,1948.0,2011
Sacred Heart,11.0,18.0,0.379,-9.4,-6.12,1922.0,2017.0,2011
Saint Francis (PA),9.0,21.0,0.3,-11.5,-3.84,1957.0,2187.0,2011
Saint Joseph's,11.0,22.0,0.333,-1.75,3.46,2129.0,2301.0,2011
Saint Louis,12.0,19.0,0.387,2.83,3.06,1953.0,1933.0,2011
Saint Mary's (CA),25.0,9.0,0.735,13.04,1.95,2684.0,2253.0,2011
Saint Peter's,20.0,14.0,0.588,-0.28,-1.08,2069.0,2042.0,2011
Sam Houston,18.0,13.0,0.581,-2.38,-3.9,2161.0,2049.0,2011
Samford,12.0,19.0,0.387,-11.39,-4.22,1880.0,2072.0,2011
San Diego,6.0,24.0,0.2,-8.6,3.18,1826.0,2114.0,2011
San Diego State,34.0,3.0,0.919,17.96,6.36,2660.0,2192.0,2011
San Francisco,19.0,15.0,0.559,1.78,3.06,2384.0,2401.0,2011
San Jose State,17.0,16.0,0.515,-1.54,-0.08,2391.0,2405.0,2011
Santa Clara,24.0,14.0,0.632,3.06,1.25,2810.0,2690.0,2011
Savannah State,12.0,18.0,0.4,-9.06,-2.44,1818.0,1808.0,2011
Seattle,11.0,20.0,0.355,-9.26,-2.36,2138.0,2352.0,2011
Seton Hall,13.0,18.0,0.419,11.03,9.33,2092.0,2039.0,2011
Siena,13.0,18.0,0.419,-3.83,-1.71,2103.0,2169.0,2011
South Alabama,12.0,16.0,0.429,-9.8,-4.34,1969.0,2041.0,2011
South Carolina,14.0,16.0,0.467,4.17,5.6,2027.0,2070.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
South Carolina State,10.0,22.0,0.313,-16.71,-8.57,2119.0,2276.0,2011
South Carolina Upstate,5.0,25.0,0.167,-12.44,-0.94,1746.0,2091.0,2011
South Dakota,18.0,15.0,0.545,-9.72,-10.48,2632.0,2507.0,2011
South Dakota State,19.0,12.0,0.613,3.1,-4.04,2533.0,2285.0,2011
South Florida,10.0,23.0,0.303,4.28,8.89,2044.0,2196.0,2011
Southeast Missouri State,10.0,22.0,0.313,-12.27,-5.4,2117.0,2281.0,2011
Southeastern Louisiana,15.0,14.0,0.517,-8.93,-5.4,2031.0,2003.0,2011
Southern,4.0,26.0,0.133,-25.62,-9.47,1701.0,2162.0,2011
Southern California,19.0,15.0,0.559,11.52,7.97,2252.0,2131.0,2011
Southern Illinois,13.0,19.0,0.406,-2.46,1.48,1953.0,2079.0,2011
SIU Edwardsville,8.0,21.0,0.276,-22.39,-3.67,1879.0,2248.0,2011
Southern Methodist,20.0,15.0,0.571,1.04,-0.39,2262.0,2147.0,2011
Southern Mississippi,22.0,10.0,0.688,8.41,1.9,2371.0,2093.0,2011
Southern Utah,11.0,19.0,0.367,-7.8,-3.44,2077.0,2192.0,2011
St. Bonaventure,16.0,15.0,0.516,1.31,1.73,2156.0,2169.0,2011
St. Francis (NY),15.0,15.0,0.5,-5.45,-5.85,2002.0,1990.0,2011
St. John's (NY),21.0,12.0,0.636,13.1,10.01,2313.0,2211.0,2011
Stanford,15.0,16.0,0.484,6.4,5.17,2058.0,2020.0,2011
Stephen F. Austin,18.0,11.0,0.621,-3.29,-7.73,1926.0,1643.0,2011
Stetson,8.0,23.0,0.258,-10.73,-2.86,1986.0,2228.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Stony Brook,15.0,17.0,0.469,-6.85,-6.2,1951.0,1934.0,2011
Syracuse,27.0,8.0,0.771,18.85,8.79,2568.0,2216.0,2011
TCU,11.0,22.0,0.333,0.96,3.93,2220.0,2318.0,2011
Temple,26.0,8.0,0.765,12.35,4.23,2400.0,2124.0,2011
Tennessee,19.0,15.0,0.559,11.08,8.73,2376.0,2296.0,2011
Tennessee State,14.0,16.0,0.467,-7.12,-4.73,2044.0,2040.0,2011
Tennessee Tech,20.0,13.0,0.606,-5.64,-5.77,2462.0,2307.0,2011
Tennessee-Martin,12.0,21.0,0.364,-12.77,-5.0,2264.0,2454.0,2011
Texas,28.0,8.0,0.778,20.82,7.96,2701.0,2238.0,2011
Texas A&M,24.0,9.0,0.727,12.62,5.94,2254.0,2009.0,2011
Texas A&M-Corpus Christi,10.0,21.0,0.323,-12.31,-2.09,1943.0,2194.0,2011
Texas Southern,19.0,13.0,0.594,-10.14,-9.02,2056.0,2092.0,2011
Texas State,16.0,16.0,0.5,-7.65,-5.89,2506.0,2510.0,2011
Texas Tech,13.0,19.0,0.406,4.02,6.18,2342.0,2411.0,2011
Texas-Rio Grande Valley,6.0,25.0,0.194,-16.55,-6.41,2114.0,2357.0,2011
The Citadel,10.0,22.0,0.313,-9.84,-2.84,2049.0,2237.0,2011
Toledo,4.0,28.0,0.125,-14.75,-0.88,1853.0,2247.0,2011
Towson,4.0,26.0,0.133,-8.06,-0.52,2053.0,2279.0,2011
Troy,8.0,21.0,0.276,-9.48,-2.05,2076.0,2243.0,2011
Tulane,13.0,17.0,0.433,-0.28,-0.68,2057.0,1975.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Tulsa,19.0,13.0,0.594,6.06,3.25,2255.0,2165.0,2011
UAB,22.0,9.0,0.71,8.55,2.78,2119.0,1940.0,2011
UC Davis,10.0,20.0,0.333,-5.69,-1.9,2136.0,2194.0,2011
UC Irvine,13.0,19.0,0.406,-3.78,-2.36,2411.0,2419.0,2011
UC Riverside,12.0,19.0,0.387,-8.26,-1.4,2044.0,2164.0,2011
UC Santa Barbara,18.0,14.0,0.563,1.22,0.12,2170.0,2105.0,2011
UCF,21.0,12.0,0.636,6.25,1.97,2271.0,2080.0,2011
UCLA,23.0,11.0,0.676,11.7,7.93,2382.0,2254.0,2011
UNC Asheville,20.0,14.0,0.588,-0.69,-2.89,2506.0,2333.0,2011
UNC Greensboro,7.0,24.0,0.226,-9.95,-0.37,2204.0,2501.0,2011
UNC Wilmington,13.0,18.0,0.419,-3.41,-0.44,1975.0,2067.0,2011
UT Arlington,13.0,16.0,0.448,-7.59,-5.47,2055.0,1993.0,2011
Utah,13.0,18.0,0.419,2.46,6.56,2078.0,2177.0,2011
Utah State,30.0,4.0,0.882,13.23,0.5,2449.0,1995.0,2011
Utah Valley,19.0,11.0,0.633,-7.78,-9.97,2276.0,2054.0,2011
UTEP,25.0,10.0,0.714,8.83,2.47,2470.0,2225.0,2011
UTSA,20.0,14.0,0.588,-5.8,-4.93,2384.0,2363.0,2011
Valparaiso,23.0,12.0,0.657,4.24,1.69,2564.0,2379.0,2011
Vanderbilt,23.0,11.0,0.676,15.1,6.86,2581.0,2301.0,2011
Vermont,23.0,9.0,0.719,0.14,-5.33,2147.0,1972.0,2011
nan,,,,,,,,2011
School,,,,,,,,2011
Villanova,21.0,12.0,0.636,15.05,8.23,2384.0,2159.0,2011
